"Date","Price","Open","High","Low","Vol.","Change %"
"01-08-2016","238.32","228.88","241.47","221.10","249.65M","4.44%"
"01-07-2016","228.18","218.71","233.55","218.09","214.42M","4.72%"
"01-06-2016","217.90","215.38","223.52","209.86","241.08M","1.18%"
"01-05-2016","215.36","220.11","223.70","208.12","275.39M","-2.53%"
"01-04-2016","220.94","233.62","240.55","220.08","322.44M","-5.98%"
"01-03-2016","235.00","216.90","237.42","216.89","286.96M","8.13%"
"01-02-2016","217.34","233.82","234.23","199.67","330.58M","-6.64%"
"01-01-2016","232.79","227.04","245.01","219.59","480.92M","2.05%"
"01-12-2015","228.12","216.74","229.26","205.24","267.88M","5.05%"
"01-11-2015","217.16","213.37","223.15","204.59","221.40M","1.92%"
"01-10-2015","213.07","196.49","219.17","193.04","233.13M","9.90%"
"01-09-2015","193.87","191.99","202.24","185.51","291.71M","0.74%"
"01-08-2015","192.44","225.06","227.95","183.91","305.82M","-14.57%"
"01-07-2015","225.25","225.06","240.09","221.05","289.83M","0.17%"
"01-06-2015","224.86","197.85","228.00","196.43","413.18M","14.04%"
"01-05-2015","197.18","194.75","205.81","192.73","267.33M","1.70%"
"01-04-2015","193.89","185.47","212.31","182.81","355.57M","4.40%"
"01-03-2015","185.71","195.38","204.52","179.07","283.22M","-4.52%"
"01-02-2015","194.51","205.96","212.20","188.10","248.50M","-5.48%"
"01-01-2015","205.78","199.27","210.11","186.88","314.92M","2.71%"
"01-12-2014","200.36","222.36","223.02","193.29","271.98M","-10.13%"
"01-11-2014","222.94","225.73","228.73","216.60","196.82M","-0.90%"
"01-10-2014","224.96","212.15","225.67","204.95","254.67M","5.80%"
"01-09-2014","212.63","225.81","234.12","206.24","280.80M","-5.30%"
"01-08-2014","224.54","223.71","230.00","218.31","205.86M","-0.77%"
"01-07-2014","226.28","228.70","234.57","215.50","294.64M","-0.88%"
"01-06-2014","228.30","241.64","254.74","224.83","300.54M","-4.63%"
"01-05-2014","239.38","211.34","257.49","207.97","383.49M","13.77%"
"01-04-2014","210.40","210.44","222.30","208.89","238.83M","0.54%"
"01-03-2014","209.26","179.89","211.30","179.23","387.67M","16.35%"
"01-02-2014","179.86","185.76","186.57","178.32","169.33M","-3.75%"
"01-01-2014","186.87","201.78","201.96","184.86","261.66M","-7.15%"
"01-12-2013","201.27","191.78","204.37","188.13","197.53M","4.92%"
"01-11-2013","191.83","204.62","208.32","187.79","185.35M","-6.72%"
"01-10-2013","205.66","185.78","206.40","183.85","251.81M","11.23%"
"01-09-2013","184.90","191.83","202.58","184.16","279.35M","-3.68%"
"01-08-2013","191.97","196.76","198.49","171.75","294.34M","-2.09%"
"01-07-2013","196.07","193.81","208.62","188.64","307.15M","1.10%"
"01-06-2013","193.94","180.70","196.28","174.31","314.71M","6.98%"
"01-05-2013","181.28","177.03","192.23","175.19","287.53M","2.30%"
"01-04-2013","177.21","175.60","185.85","171.81","277.72M","1.98%"
"01-03-2013","173.77","183.46","195.47","171.86","243.96M","-5.03%"
"01-02-2013","182.98","200.41","202.58","181.16","220.93M","-8.21%"
"01-01-2013","199.35","189.76","214.72","188.02","333.60M","5.61%"
"01-12-2012","188.76","178.74","191.06","177.56","197.34M","5.78%"
"01-11-2012","178.45","178.74","183.22","171.12","220.99M","-1.46%"
"01-10-2012","181.10","188.86","193.81","153.42","273.92M","-3.79%"
"01-09-2012","188.23","172.67","198.21","170.88","305.22M","9.24%"
"01-08-2012","172.31","166.43","185.47","164.25","287.28M","3.06%"
"01-07-2012","167.19","165.37","167.75","158.88","200.26M","0.78%"
"01-06-2012","165.89","159.04","167.04","151.40","269.65M","4.57%"
"01-05-2012","158.64","168.15","168.94","151.32","306.15M","-5.30%"
"01-04-2012","167.52","168.48","171.53","162.71","247.69M","-0.73%"
"01-03-2012","168.76","182.52","186.61","161.43","388.15M","-8.55%"
"01-02-2012","184.53","184.12","194.41","172.08","413.98M","0.45%"
"01-01-2012","183.71","156.66","186.14","154.49","443.36M","17.91%"
"01-12-2011","155.80","179.64","189.89","154.91","390.19M","-10.96%"
"01-11-2011","174.98","195.72","203.47","168.85","322.82M","-11.31%"
"01-10-2011","197.30","177.89","203.25","171.27","295.40M","8.56%"
"01-09-2011","181.74","179.12","193.13","168.07","506.02M","3.29%"
"01-08-2011","175.95","188.41","188.61","160.08","357.46M","-5.48%"
"01-07-2011","186.15","203.92","203.92","185.07","341.20M","-7.85%"
"01-06-2011","202.01","214.04","217.41","186.18","344.05M","-5.61%"
"01-05-2011","214.01","221.21","221.87","201.98","290.08M","-3.24%"
"01-04-2011","221.18","235.86","239.65","218.09","260.00M","-6.23%"
"01-03-2011","235.87","218.92","237.20","216.74","398.59M","8.80%"
"01-02-2011","216.80","207.99","226.95","199.00","497.97M","4.89%"
"01-01-2011","206.69","239.45","245.38","202.80","412.97M","-13.17%"
"01-12-2010","238.03","221.46","241.70","220.06","345.20M","7.41%"
"01-11-2010","221.60","252.04","252.92","215.46","417.14M","-10.09%"
"01-10-2010","246.47","223.03","249.57","222.59","443.74M","11.04%"
"01-09-2010","221.97","207.98","235.74","207.07","444.28M","7.40%"
"01-08-2010","206.67","228.43","231.80","205.72","430.47M","-8.96%"
"01-07-2010","227.00","243.72","246.07","226.46","314.45M","-7.36%"
"01-06-2010","245.03","234.57","245.96","223.73","374.27M","4.23%"
"01-05-2010","235.09","230.68","245.83","219.44","439.03M","1.16%"
"01-04-2010","232.39","242.37","258.49","227.53","347.97M","-3.78%"
"01-03-2010","241.53","221.46","249.79","220.20","387.32M","9.74%"
"01-02-2010","220.10","233.26","237.50","215.65","302.28M","-6.43%"
"01-01-2010","235.22","245.32","258.54","228.90","593.48M","-4.07%"
"01-12-2009","245.19","241.70","251.81","222.59","313.76M","2.54%"
"01-11-2009","239.11","215.85","250.23","202.60","578.31M","10.14%"
"01-10-2009","217.09","247.31","256.91","216.07","559.98M","-12.29%"
"01-09-2009","247.50","227.62","251.80","216.21","662.87M","9.80%"
"01-08-2009","225.41","221.34","238.89","209.95","546.61M","2.54%"
"01-07-2009","219.82","228.19","245.41","193.03","790.12M","-3.36%"
"01-06-2009","227.46","261.93","267.44","213.59","784.62M","-10.94%"
"01-05-2009","255.40","208.08","284.98","206.40","725.86M","25.78%"
"01-04-2009","203.05","171.21","206.85","168.33","721.74M","18.46%"
"01-03-2009","171.41","138.13","178.00","125.38","906.41M","20.43%"
"01-02-2009","142.33","145.02","158.97","135.05","662.49M","-4.34%"
"01-01-2009","148.79","139.40","156.26","119.72","974.89M","7.37%"
"01-12-2008","138.58","126.50","158.17","115.23","1.18B","8.66%"
"01-11-2008","127.53","161.77","169.21","116.03","1.17B","-17.52%"
"01-10-2008","154.62","220.34","220.67","104.55","1.12B","-29.44%"
"01-09-2008","219.14","238.32","252.94","198.42","783.35M","-8.74%"
"01-08-2008","240.14","243.95","267.10","230.77","502.87M","-3.23%"
"01-07-2008","248.16","237.20","262.88","215.84","751.52M","5.36%"
"01-06-2008","235.53","272.95","274.75","219.92","806.61M","-12.83%"
"01-05-2008","270.19","340.17","340.17","268.70","405.54M","-8.07%"
"01-04-2008","293.91","258.45","305.55","252.21","479.38M","15.39%"
"01-03-2008","254.71","269.78","272.99","238.32","520.35M","-8.02%"
"01-02-2008","276.93","279.92","297.01","251.25","442.17M","-0.62%"
"01-01-2008","278.67","324.88","370.75","238.32","804.78M","-14.01%"
"01-12-2007","324.06","324.68","335.90","298.08","441.31M","1.09%"
"01-11-2007","320.57","317.02","329.16","289.70","619.03M","2.43%"
"01-10-2007","312.95","259.68","336.01","247.06","919.94M","21.14%"
"01-09-2007","258.34","220.44","272.72","215.98","417.77M","17.19%"
"01-08-2007","220.44","209.66","221.46","189.22","555.30M","3.56%"
"01-07-2007","212.86","191.56","219.04","188.42","473.11M","11.35%"
"01-06-2007","191.17","199.29","202.35","185.16","367.15M","-3.31%"
"01-05-2007","197.72","177.06","202.10","172.14","452.72M","12.67%"
"01-04-2007","175.49","152.32","182.86","146.73","379.21M","13.92%"
"01-03-2007","154.04","154.57","155.56","140.32","448.00M","1.32%"
"01-02-2007","152.04","153.79","162.37","146.72","376.75M","-1.02%"
"01-01-2007","153.61","143.33","160.53","142.11","427.48M","7.58%"
"01-12-2006","142.79","139.97","147.15","132.24","529.47M","2.07%"
"01-11-2006","139.90","137.26","147.93","137.16","483.92M","1.51%"
"01-10-2006","137.82","130.99","139.40","127.99","472.09M","4.63%"
"01-09-2006","131.72","125.34","134.54","120.63","582.06M","4.86%"
"01-08-2006","125.61","109.49","128.14","107.02","628.02M","14.16%"
"01-07-2006","110.03","119.35","123.66","105.84","792.00M","-7.65%"
"01-06-2006","119.14","108.48","119.61","90.72","1.33B","11.08%"
"01-05-2006","107.26","115.23","133.15","94.43","1.52B","-6.73%"
"01-04-2006","115.00","90.05","118.04","90.05","954.65M","28.62%"
"01-03-2006","89.41","79.59","90.83","78.93","800.12M","12.20%"
"01-02-2006","79.69","80.33","81.43","76.84","799.65M","-0.70%"
"01-01-2006","80.25","76.03","82.02","65.21","2.05B","6.00%"
"01-12-2005","75.71","70.92","76.69","70.41","918.02M","6.80%"
"01-11-2005","70.89","66.15","73.71","62.57","765.26M","9.20%"
"01-10-2005","64.92","66.83","68.95","62.57","983.78M","-3.91%"
"01-09-2005","67.56","61.21","71.51","61.21","1.05B","10.30%"
"01-08-2005","61.25","59.85","68.02","58.15","1.41B","2.29%"
"01-07-2005","59.88","54.74","60.61","51.87","888.55M","9.47%"
"01-06-2005","54.70","45.80","57.47","44.95","1.45B","20.09%"
"01-05-2005","45.55","45.08","47.31","43.90","615.33M","1.31%"
"01-04-2005","44.96","47.42","49.11","43.59","735.18M","-3.29%"
"01-03-2005","46.49","47.46","51.15","45.90","1.06B","-1.84%"
"01-02-2005","47.36","45.45","50.89","45.01","696.94M","4.50%"
"01-01-2005","45.32","45.92","46.82","41.72","921.90M","-0.26%"
"01-12-2004","45.44","44.53","46.65","40.19","1.67B","3.23%"
"01-11-2004","44.02","45.28","49.97","41.46","1.17B","-2.29%"
"01-10-2004","45.05","44.11","51.08","43.61","928.29M","2.18%"
"01-09-2004","44.09","40.49","44.25","39.89","839.77M","8.89%"
"01-08-2004","40.49","41.55","47.25","38.18","1.07B","-2.72%"
"01-07-2004","41.62","37.41","41.76","34.05","1.29B","13.78%"
"01-06-2004","36.58","37.03","39.01","34.83","1.16B","-0.03%"
"01-05-2004","36.59","44.87","53.89","32.50","1.37B","-18.36%"
"01-04-2004","44.82","45.89","55.34","44.46","899.21M","-2.16%"
"01-03-2004","45.81","48.44","51.08","43.01","1.17B","-2.99%"
"01-02-2004","47.22","47.85","52.78","45.89","1.22B","-1.05%"
"01-01-2004","47.72","49.38","51.58","44.89","1.21B","-2.15%"
"01-12-2003","48.77","41.72","49.62","37.03","1.26B","17.63%"
"01-11-2003","41.46","41.46","43.42","37.99","873.67M","0.12%"
"01-10-2003","41.41","37.54","42.39","31.50","1.09B","9.61%"
"01-09-2003","37.78","33.90","43.42","33.37","1.31B","10.76%"
"01-08-2003","34.11","30.62","36.16","29.25","955.52M","11.95%"
"01-07-2003","30.47","27.76","30.81","27.52","1.09B","10.16%"
"01-06-2003","27.66","25.46","28.75","24.80","990.66M","8.81%"
"01-05-2003","25.42","23.38","25.71","21.89","529.05M","8.77%"
"01-04-2003","23.37","23.50","25.71","22.54","695.66M","-1.31%"
"01-03-2003","23.68","25.11","25.64","23.34","581.10M","-5.62%"
"01-02-2003","25.09","24.01","25.86","23.54","597.78M","7.13%"
"01-01-2003","23.42","25.61","26.39","22.42","722.09M","-7.69%"
"01-12-2002","25.37","24.68","26.09","24.02","936.81M","3.51%"
"01-11-2002","24.51","22.63","25.18","21.43","1.23B","8.45%"
"01-10-2002","22.60","21.80","22.94","18.56","677.28M","2.87%"
"01-09-2002","21.97","22.13","23.07","21.45","363.20M","1.01%"
"01-08-2002","21.75","20.99","22.13","19.55","384.23M","4.57%"
"01-07-2002","20.80","22.99","23.75","20.33","478.89M","-9.33%"
"01-06-2002","22.94","22.78","24.81","22.32","341.75M","2.27%"
"01-05-2002","22.43","24.17","25.15","21.16","344.48M","-5.36%"
"01-04-2002","23.70","25.68","27.23","23.21","393.33M","-7.31%"
"01-03-2002","25.57","26.22","28.95","24.82","472.17M","-2.44%"
"01-02-2002","26.21","25.60","28.12","24.72","561.86M","2.58%"
"01-01-2002","25.55","25.96","29.29","25.14","431.52M","-1.99%"
"01-12-2001","26.07","24.78","27.63","24.35","307.15M","5.63%"
"01-11-2001","24.68","21.88","26.48","21.44","411.65M","13.94%"
"01-10-2001","21.66","22.48","24.41","20.47","899.45M","-3.86%"
"01-09-2001","22.53","26.48","27.07","17.33","663.74M","-14.95%"
"01-08-2001","26.49","27.32","29.07","26.35","371.09M","-2.43%"
"01-07-2001","27.15","31.57","33.63","25.54","315.14M","-13.45%"
"01-06-2001","31.37","33.48","33.56","28.52","464.92M","-6.08%"
"01-05-2001","33.40","29.12","34.65","28.62","542.29M","14.54%"
"01-04-2001","29.16","32.90","33.63","24.69","675.06M","-12.06%"
"01-03-2001","33.16","35.42","38.40","31.10","808.80M","-5.93%"
"01-02-2001","35.25","32.65","36.55","31.73","1.34B","7.67%"
"01-01-2001","32.74","28.95","34.48","28.86","1.03B","13.44%"
"01-12-2000","28.86","27.84","30.04","27.58","617.86M","3.29%"
"01-11-2000","27.94","26.43","28.30","25.64","651.08M","8.63%"
"01-10-2000","25.72","28.95","29.67","24.12","593.39M","-11.80%"
"01-09-2000","29.16","28.85","33.19","28.43","825.98M","1.78%"
"01-08-2000","28.65","28.61","29.46","27.44","499.58M","-0.07%"
"01-07-2000","28.67","28.78","32.16","27.26","1.26B","-1.17%"
"01-06-2000","29.01","29.12","30.19","27.52","1.16B","-0.92%"
"01-05-2000","29.28","29.63","30.38","26.09","1.25B","-0.34%"
"01-04-2000","29.38","27.89","32.35","23.69","2.35B","9.06%"
"01-03-2000","26.94","26.82","28.08","16.78","1.47B","1.81%"
"01-02-2000","26.46","28.16","31.84","26.09","1.23B","-5.30%"
"01-01-2000","27.94","20.22","29.11","20.22","2.18B","40.83%"
"01-12-1999","19.84","18.97","20.76","18.41","994.53M","5.98%"
"01-11-1999","18.72","20.02","20.60","18.09","1.12B","-6.59%"
"01-10-1999","20.04","20.41","22.90","18.90","1.88B","-1.81%"
"01-09-1999","20.41","16.64","21.28","15.54","1.63B","23.92%"
"01-08-1999","16.47","15.16","16.59","14.22","1.10B","8.00%"
"01-07-1999","15.25","15.09","17.01","14.49","1.71B","0.93%"
"01-06-1999","15.11","14.31","16.70","14.06","2.00B","6.04%"
"01-05-1999","14.25","11.62","16.25","11.43","2.16B","23.38%"
"01-04-1999","11.55","11.14","11.74","9.88","904.41M","4.05%"
"01-03-1999","11.10","12.34","13.40","9.99","1.28B","-9.61%"
"01-02-1999","12.28","11.20","12.39","9.93","1.38B","8.77%"
"01-01-1999","11.29","10.22","12.91","10.18","1.49B","10.90%"
"01-12-1998","10.18","9.51","10.60","9.47","1.20B","6.49%"
"01-11-1998","9.56","9.37","10.85","9.20","1.68B","2.47%"
"01-10-1998","9.33","10.09","10.09","8.48","1.19B","-8.08%"
"01-09-1998","10.15","9.10","10.91","8.68","1.56B","11.29%"
"01-08-1998","9.12","11.50","11.50","8.99","1.06B","-21.18%"
"01-07-1998","11.57","12.00","13.14","11.08","811.78M","-5.32%"
"01-06-1998","12.22","14.39","15.15","11.11","1.30B","-13.94%"
"01-05-1998","14.20","16.39","16.64","13.49","1.04B","-13.10%"
"01-04-1998","16.34","15.11","17.60","15.07","1.31B","9.66%"
"01-03-1998","14.90","13.69","15.74","13.50","1.46B","9.24%"
"01-02-1998","13.64","13.20","13.73","12.63","717.38M","3.88%"
"01-01-1998","13.13","14.20","14.86","12.48","934.03M","-8.05%"
"01-12-1997","14.28","13.37","14.60","12.57","1.73B","5.70%"
"01-11-1997","13.51","30.91","31.65","12.52","1.43B","-56.22%"
"01-10-1997","30.86","15.37","33.48","15.11","4.16B","100.52%"
"01-09-1997","15.39","14.08","15.45","14.05","2.46B","9.46%"
"01-08-1997","14.06","15.36","16.41","13.96","2.64B","-8.22%"
"01-07-1997","15.32","15.84","16.04","14.57","3.39B","-2.30%"
"01-06-1997","15.68","12.92","16.60","12.79","5.07B","22.40%"
"01-05-1997","12.81","13.07","13.11","11.96","2.67B","-2.81%"
"01-04-1997","13.18","11.20","13.54","10.22","3.39B","17.78%"
"01-03-1997","11.19","12.85","13.62","11.17","4.28B","-10.48%"
"01-02-1997","12.50","11.05","12.73","10.64","3.43B","9.65%"
"01-01-1997","11.40","8.92","12.26","8.92","4.00B","29.55%"
"01-12-1996","8.80","7.67","8.98","7.52","1.73B","13.99%"
"01-11-1996","7.72","8.66","9.19","7.40","2.26B","-10.23%"
"01-10-1996","8.60","8.17","9.40","7.68","2.94B","5.78%"
"01-09-1996","8.13","9.03","9.15","7.89","2.13B","-9.77%"
"01-08-1996","9.01","9.28","9.36","8.26","3.34B","-0.99%"
"01-07-1996","9.10","8.98","10.69","7.07","8.13B","0.11%"
"01-06-1996","9.09","10.34","10.70","8.84","3.69B","-10.44%"
"01-05-1996","10.15","11.37","11.49","9.60","6.87B","-2.50%"
"01-04-1996","10.41","8.84","11.17","8.77","5.16B","18.16%"
"01-03-1996","8.81","9.09","10.13","8.19","6.79B","-2.33%"
"01-02-1996","9.02","7.45","10.43","7.43","8.63B","19.95%"
"01-01-1996","7.52","8.73","9.23","6.47","4.48B","-13.66%"
"01-12-1995","8.71","9.84","10.56","8.40","3.83B","-8.80%"
"01-11-1995","9.55","10.39","11.41","8.30","2.56B","-7.37%"
"01-10-1995","10.31","11.83","12.34","9.97","718.23M","-11.73%"
"01-09-1995","11.68","11.11","11.83","10.94","312.67M","4.29%"
"01-08-1995","11.20","11.32","11.92","10.92","524.96M","-1.84%"
"01-07-1995","11.41","11.16","12.90","9.64","435.93M","1.69%"
"01-06-1995","11.22","11.70","12.09","11.08","438.71M","-3.03%"
"01-05-1995","11.57","10.62","11.92","9.60","343.60M","8.74%"
"01-04-1995","10.64","11.37","12.26","10.49","103.42M","-5.84%"
"01-03-1995","11.30","11.71","12.64","10.64","198.51M","-2.33%"
"01-02-1995","11.57","11.71","12.22","10.10","99.68M","-0.26%"
"01-01-1995","11.60","14.52","14.60","10.01","67.31M","-20.11%"
"01-12-1994","14.52","16.11","16.28","14.00","13.75M","-10.32%"
